message,attributes,tags,timestamp
    |     return _ConnectionRecord(self),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810125370Z
    |            ^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810131476Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/pool/base.py"", line 678, in __init__","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810138019Z
    |     self.__connect(),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810143258Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/pool/base.py"", line 916, in __connect","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810148117Z
"    |     )._exec_w_sync_on_first_run(self.dbapi_connection, self)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810152937Z
    |       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810157593Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/event/attr.py"", line 473, in _exec_w_sync_on_first_run","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810162136Z
"    |     self(*args, **kw)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810167624Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/event/attr.py"", line 487, in __call__","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810171751Z
"    |     fn(*args, **kw)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810175572Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/create.py"", line 704, in on_connect","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810179877Z
    |     do_on_connect(dbapi_connection),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810183826Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1240, in connect","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.810187742Z
    |     conn.await_(self.setup_asyncpg_json_codec(conn)),"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811460435Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 125, in await_only","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811479821Z
    |     return current.driver.switch(awaitable)  # type: ignore[no-any-return],"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811485648Z
    |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811490475Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 185, in greenlet_spawn","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811524935Z
    |     value = await result,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811530348Z
    |             ^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811535368Z
"    |   File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1166, in setup_asyncpg_json_codec","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811541518Z
    |     await asyncpg_connection.set_type_codec(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811545641Z
"    |   File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1221, in set_type_codec","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811561615Z
"    |     typeinfo = await self._introspect_type(typename, schema)","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811565814Z
    |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811569594Z
"    |   File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 472, in _introspect_type","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811572580Z
    |     rows = await self._execute(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811576433Z
    |            ^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811579463Z
"    |   File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1659, in _execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811582873Z
"    |     result, _ = await self.__execute(","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811586455Z
    |                 ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.811589746Z
"    |   File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1684, in __execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813186155Z
    |     return await self._do_execute(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813190750Z
    |            ^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813194805Z
"    |   File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1711, in _do_execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813199154Z
    |     stmt = await self._get_statement(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813203632Z
    |            ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813208617Z
"    |   File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 397, in _get_statement","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813212456Z
    |     statement = await self._protocol.prepare(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813216444Z
    |                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813221199Z
"    |   File ""asyncpg/protocol/protocol.pyx"", line 168, in prepare","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813224911Z
"    | asyncpg.exceptions.DuplicatePreparedStatementError: prepared statement ""__asyncpg_stmt_6__"" already exists","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813228440Z
    | HINT:  ,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813232971Z
"    | NOTE: pgbouncer with pool_mode set to ""transaction"" or","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813236748Z
"    | ""statement"" does not support prepared statements properly.","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813240874Z
    | You have two options:,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813245365Z
    | ,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813248843Z
    | * if you are using pgbouncer for connection pooling to a,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813252636Z
"    |   single server, switch to the connection pool functionality","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813257757Z
"    |   provided by asyncpg, it is a much better option for this","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813261421Z
    |   purpose;,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813264863Z
    | ,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.813268184Z
"    | * if you have no option of avoiding the use of pgbouncer,","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815356909Z
    |   then you can set statement_cache_size to 0 when creating,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815364277Z
    |   the asyncpg connection object.,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815369601Z
    | ,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815374177Z
    +------------------------------------,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815379034Z
,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815384033Z
"During handling of the above exception, another exception occurred:","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815390426Z
,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.815395082Z
